Job Title,Company,Company Rating,Job Snippet,Location,Salary
Machine Learning Engineer,"Latent AI, Inc.",N/A,"
Latent AI takes the hard work out of embedding complex AI models into hardware so developers can speed the time to market.
","Princeton, NJ+2 locations",N/A
Machine Learning Scientist,Exponent,4.0,"
Machine learning data set design or optimization.
Supporting a range of consulting activities related to large-scale local and global programs to build custom…
","Natick, MA+1 location",N/A
Capital One Developer Academy Associate - 2022,Capital One - US,3.9,"
Our reality and vision empower our engineers to use artificial intelligence and machine learning to transform real-time data, software, and algorithms into…
","McLean, VA+44 locations",N/A
newSoftware Quality Assurance Engineer,Thrivent,3.8,"
Our technologists are involved in work that includes cloud native development, digital architecture and integration, automation, cloud data platforms,…
","Remote in Minneapolis, MN+1 location",Full-time
newSoftware Quality Assurance Engineer,Thrivent,3.8,"
Our technologists are involved in work that includes cloud native development, digital architecture and integration, automation, cloud data platforms,…
","Remote in Minneapolis, MN+1 location",Full-time
newMachine Vision Engineer (REMOTE),Panasonic Automotive Systems of North America,3.8,"
Performs as a Machine Vision engineer knowledgeable in multiple machine learning frameworks and algorithms.
Utilizes the latest tools for both cloud and local…
","Remote in Peachtree City, GA+3 locations",Full-time
newBig Data GeoAnalytics Product Engineer,"ESRI, Inc.",3.8,"
Collaborate with developers, product engineers, and designers to design, build, and deliver new tools and APIs for big data analysis (e.g., Hadoop, data science…
","Redlands, CA 92373",Full-time
Information Research Scientists (San Francisco),CyberCube,N/A,"
Data Visualization using Matplotlib, Plotly, Seaborn, and TensorBoard for exploratory analysis and interpretation of high-dimensional vector representations of…
","San Francisco, CA (Financial District/South Beach area)",Full-time
Sr Machine Learning Engineer,Live Nation,4.1,"
Our mission is to make reliable data available and enable value creation by the data community of engineers, analysts and decision makers.
","Remote in Los Angeles, CA",Full-time
Robotics Software Engineer,The Toro Company,3.6,"
Experience in machine learning desired.
This employee develops new embedded software for machine automation, machine learning and other software applications.
","Perry, OK",Full-time
Machine Learning Engineer,Trustpage,N/A,"
Experience with machine learning operations (MLOps) (deploying, maintaining, and scaling machine learning pipelines).
","Detroit, MI","$110,000 - $130,000 a year"
Backend Engineer,AdeptID,N/A,"
Work closely with the Head of Engineer to execute against the API product roadmap.
Be responsible for QA / testing protocols.
","Cambridge, MA 02138 (West Cambridge area)",Full-time
Data Engineer,Spring Health,3.3,"
Work with data scientists on the team when you discover game-changing opportunities for larger modeling and machine learning projects.
","Hybrid remote in New York, NY",Full-time
Staff Data Engineer,Activision,3.8,"
Understanding of machine learning concepts and some experience in working with machine Learning libraries.
Partner with senior engineers, architects and product…
","San Francisco, CA+1 location",N/A
"Research Positions, AI and Quantitative Imaging in Pediatric...",Children’s National Hospital,3.8,"
Candidates should have a Ph.D. or equivalent research experience in the areas of computer vision, medical imaging and/or machine learning evidenced by peer…
","Washington, DC",N/A
Data Engineer,Brown & Brown Insurance,3.1,"
The Data Engineer is responsible for leading, coaching, and advising on projects within the Data Engineering team to meet and support business needs and…
","Daytona Beach, FL",N/A
Cloud Support Engineer I - Artificial Intelligence/Machine L...,"Amazon Web Services, Inc.",3.5,"
Intermediate to advanced expertise in Machine Learning experience: supervised learning (regression), supervised learning (classification).
","Dallas, TX+10 locations",Full-time
Machine Learning Engineer (REMOTE),The Hartford,3.6,"
1+ years direct experience working with machine learning lifecycle, environments, and platforms.
The Hartford seeks an energetic and passionate Data Engineer to…
","Remote in Frisco, TX+2 locations",Full-time
Client Software Engineer at Vertica,Vertica,N/A,"
Vertica is seeking a Client Software Engineer to design and implement features, new APIs, and integration software for client drivers written in multiple…
","Remote in United, WV",Full-time
Software Development Engineer 3 in Quality Engineering,Adobe,4.3,"
Additionally, being able to identify technology challenges and deficiencies with a new perspective will make your time on our team a mutually valuable…
","San Jose, CA",Full-time +1
"Lead Machine Learning Scientist, Recommendations at Pandora",SiriusXM,3.5,"
4+ years of industry experience developing and implementing machine learning algorithms.
Propose, research, and develop machine learning systems to power unique…
","Dallas, TX 75204 (M Streets area)+19 locations",N/A
Search Machine Learning Product Owner,EBSCO Information Services,3.3,"
Understanding of different types of machine learning algorithms and techniques.
This includes a heavy emphasis on data science products such as machine learning…
",Massachusetts,N/A
Staff Machine Learning Research Engineer,Freenome Holdings,N/A,"
As part of an interdisciplinary R&D team, you will work in close collaboration with computational biologists, machine learning scientists and software engineers…
","South San Francisco, CA+3 locations",N/A
Software Development Engineer,Micro Focus,3.6,"
Experience with programming in Python and basic libraries for machine learning such as scikit-learn.
The Software Development Engineer analyzes, designs,…
","Fort Collins, CO 80528","Up to $152,207 a year"
Machine Learning Engineer,DFLabs,N/A,"
Extending and enhancing machine learning infrastructure.
Machine learning fundamentals: modeling and evaluation methodology.
","Redwood City, CA+2 locations",N/A
"AI/ML - ML Applied Scientist, ML Platform & Technology",Apple,4.2,"
We’re looking for applied machine learning scientist to help us build a next generation Deep Learning framework geared towards fueling on-device machine…
","Seattle, WA+3 locations",N/A
Health AI Developer,The MITRE Corporation,3.9,"
Experience with big data systems and machine learning are required.
Experience developing and applying AI techniques (e.g., machine-learning, neural networks).
","McLean, VA",Full-time
"Associate Director, Automation & Machine Learning",News Corp,3.8,"
Lead a team of automation engineers and markets experts, working to build and prioritize automation and machine learning solutions for the business,.
","New York, NY",Full-time
newSr. Analytics Software Engineer,Medtronic,3.9,"
Knowledge of and experience with machine learning.
Apply principles of signal processing, machine learning, analytics, and modeling to construct algorithms in…
","Northridge, CA 91325+2 locations",N/A
Machine Learning Engineer - Entry Level,Govini,2.5,"
Minimum 2 years experience in hands-on development of machine learning models.
Collaborate closely with fellow software engineers, data scientists, data…
","Pittsburgh, PA+2 locations",Full-time
"Senior Research Engineer, Personalization Recommendation Alg...",Netflix,3.9,"
Knowledge of machine learning algorithms.
Experience with deep learning frameworks, such as Tensorflow, PyTorch, etc.
BS in Computer Science or related field.
","Remote in Los Gatos, CA+1 location",N/A
ML Applied Scientists and Engineers,Syntiant,N/A,"
2+ years of professional experience building machine learning solutions applied to real-world problems.
4+ years of experience on machine learning algorithms,…
","Irvine, CA",N/A
Algorithms / Development Scientist,Nova Measuring Instruments,3.9,"
Experience with machine learning and big data is a plus.
Software development experience, including big data analytics and machine learning.
","Fremont, CA 94538+1 location",Full-time
Data Engineer,Brown & Brown Insurance,3.1,"
The Data Engineer is responsible for leading, coaching, and advising on projects within the Data Engineering team to meet and support business needs and…
","Daytona Beach, FL",N/A
newData Engineer 4 : 22-00714,Akraya Inc.,3.6,"
Production experience building, running, and managing machine learning models is preferred.
Build collaborative relationships to solve problems with data.
","Austin, TX 73301 (St Edwards area)",N/A
Machine Learning Engineer - SAFR Federal,RealNetworks,3.5,"
Experience in deep learning with both recurrent and convolutional neural networks;
We seek a driven machine learning practitioner with a passion for problem…
","Seattle, WA 98134 (Industrial District area)",Full-time
Embedded Engineer,Density,N/A,"
As an Embedded Linux Engineer, your role is to build robust software that powers our cutting-edge machine learning algorithms and proprietary system services,…
",Remote,Full-time
Associate Embedded Security Engineer,The MITRE Corporation,3.9,"
Statistical signal processing/machine learning techniques.
MITRE’s Electronic Systems Development and Embedded Security department is seeking to hire highly…
","Bedford, MA+1 location",Full-time
Software Engineer,Red Hat Software,4.0,"
Experience with artificial intelligence (AI) and machine learning (ML) technologies and frameworks, including classifiers, pytorch, tensorflow, etc.
","Westford, MA 01886+1 location",Full-time
newSoftware Engineer,Broad Institute,4.0,"
Experience with statistics and/or machine learning a strong plus.
In the Cancer Data Science group, we leverage data science approaches to understand cancer…
","Cambridge, MA 02142 (Kendall Square area)",Full-time
newSoftware Engineer,Wood Plc,3.8,"
Build fit-for-purpose predictive models and implement machine learning techniques to support existing and new customer products and services.
","Houston, TX 77092 (Oak Forest - Garden Oaks area)",N/A
Artificial Intelligence (AI) Engineer,Thermo Fisher Scientific,3.5,"
Demonstrated passion for artificial intelligence (AI) and machine learning (ML).
Knowledge of current deep learning models and commercially-available deep…
","Remote in Carlsbad, CA",Full-time
Principal Software Engineer (Machine Learning) – Surgical Ro...,Medtronic,3.9,"
Experience researching & developing AI technologies based on machine learning, for example, basic CNNs, GANs, Reinforcement learning, and self-supervised…
","Boston, MA+3 locations",N/A
Data Engineer,Spring Health,3.3,"
Work with data scientists on the team when you discover game-changing opportunities for larger modeling and machine learning projects.
","Hybrid remote in New York, NY",Full-time
Senior Machine Learning Engineer,FightCamp,N/A,"
Develop feature processing for machine learning models.
Experience with signal processing or machine learning algorithms.
3-5 years of experience.
",Remote,Full-time
Software Engineer,Front End Analytics,N/A,"
Simulations, machine learning, artificial intelligence approaches.
Control regulations, applicant should be eligible for any required authorizations from the U…
","Boston, MA",N/A
Applied Scientist - Machine Learning,HyperScience,N/A,"
Collaborate with other engineers to build tools for accelerating ML research internally.
Using state-of-the-art research, you will create enterprise-ready AI…
","New York, NY+3 locations","Up to $6,000 a month"
"newPrincipal, Data Solutions",CoreLogic,3.3,"
Mentor other Data Solution Analysts , and partner with data scientists, data engineers, and quality engineers on the broader program team to execute on design,…
","San Diego, CA 92131 (Scripps Ranch area)",Full-time
"Research Engineer III, Machine Learning & AI",Northeastern University,4.3,"
Candidate must be well versed in all aspects of deep learning and be willing to research, design, implement, and deploy deep learning models that advance the…
","Remote in San Jose, CA+4 locations",N/A
newStaff - Machine Learning Engineer (Capacity Planning),ServiceNow,3.6,"
ServiceNow's Cloud Capacity Planning and Analytics team is an innovative customer-focused team responsible for capacity demand planning, forecasting, cost…
","Kirkland, WA 98033 (Lake View area)+2 locations",Full-time
newSr. Associate Cloud and Machine Learning Engineer,"The Travelers Companies, Inc.",3.7,"
Travelers Data Scientists are taking the organization to the next level of intelligence by using advanced statistical techniques and machine learning algorithms…
","Hartford, CT",Full-time
Staff Scientist - Machine Learning,SLAC National Accelerator Laboratory,4.3,"
Strong background in machine learning and experience in collaborative software projects.
Four years of post-graduate research applying machine learning to the…
","Temporarily Remote in Menlo Park, CA",Full-time
"Senior Applied Scientist , Robotics AI",Amazon.com Services LLC,3.5,"
3+ years of experience building machine learning models or developing algorithms for business application.
Depth and breadth in state-of-the-art computer vision…
",+111 locationsRemote,"$123,300 - $160,000 a year"
Technical Content Developer - Remote US,Dell Technologies,4.0,"
Work closely with engineers and other stakeholders to understand requirements, gather information, and translate complex technical concepts into user-friendly…
","Remote in Hopkinton, MA",N/A
Software Engineer - Machine Learning,percipient.ai,N/A,"
Stay current with latest machine learning, deep learning, and software engineering technologies.
Demonstrated knowledge of statistical techniques, machine…
","Santa Clara, CA 95054",Full-time
Machine Learning Data Engineer,GEICO,3.3,"
We’re looking for a Machine Learning Data Engineer to help design and build connected Feature Factory, Feature Engineering capabilities on the Cloud, using…
","Chevy Chase, MD 20815",Full-time
"Research Scientist, ML Systems",ByteDance,4.1,"
Familiar with machine learning algorithms and platforms;
You will be responsible for the research and development of our machine learning system, including…
","Seattle, WA+2 locations",N/A
Software Engineer,The MITRE Corporation,3.9,"
Bachelor's degree in computer science, cybersecurity, systems engineering, data science, machine learning or related degree.
AWS and or Azure Cloud DevOps.
","Huntsville, AL 35806+3 locations",Full-time
Data Scientist (100% Remote),Denken Solutions Inc,4.8,"
Design machine learning model used to automate processes like forecasting and optimization processes.
Collaborate with different business and technology experts…
","Remote in Herndon, VA",N/A
Senior Machine Learning Engineer - (Remote),Abbvie,4.0,"
Architect and build robust cloud based pipelines to train, deploy, infer and monitor machine learning models at scale.
Participate in Agile/ Scrum ceremonies.
","Remote in Irvine, CA",Full-time
Application software engineer,Prodrive Technologies,N/A,"
Inspections including presence and anomaly detection are automated using the Keras and Tensorflow deep learning libraries where the classification and…
","Canton, MA 02021",N/A
Amazon Robotics - Automation Engineer Co-Op - Fall (July - D...,Amazon.com Services LLC,3.5,"
Amazon Robotics automates fulfillment center operations using various methods of robotic technology including autonomous mobile robots, sophisticated control…
",+36 locationsRemote,Full-time
Infrastructure Machine Learning Engineer,Segula Technologies,3.1,"
Analyze and support requirements for automotive machine learning algorithms.
Understanding of how the types of tools and infrastructure required to support…
","Mountain View, CA",Full-time
Data Scientist,Gap Inc.,3.7,"
Manipulate large amounts of data across a diverse set of subject areas, collaborating with other data scientists and data engineers to prepare data pipelines…
","San Francisco, CA 94105 (Financial District area)+1 location",Full-time
Research Engineer - Graphics & ML,Oculus,4.1,"
Publications on machine learning for graphics.
2+ years of experience with graphics related machine learning methods.
3+ years of experience with C++.
","Redmond, WA+9 locations",N/A
Senior Data Scientist,Nauto,N/A,"
Practical experience with data science and machine learning methods, common cloud-based data analysis tools and frameworks Spark, SQL, Pandas, AWS, PySpark, etc…
","Palo Alto, CA+1 location",N/A
Capital One Developer Academy Associate - 2022,Capital One - US,3.9,"
Our reality and vision empower our engineers to use artificial intelligence and machine learning to transform real-time data, software, and algorithms into…
","McLean, VA+44 locations",N/A
JUNIOR AI ENGINEER,Camgian,N/A,"
The Center is focused on applying state-of-the-art Artificial Intelligence (AI), Machine Learning (ML), Computer Vision (CV), and Deep Learning (DL)…
","Tuscaloosa, AL",N/A
"newProduct Manager, Search & User Understanding",Pinterest,4.2,"
Work with cross-functional teams of machine learning and user experience experts.
Deep understanding of search, recommendations, content discovery or relevant…
","Seattle, WA 98101 (Denny Triangle area)",N/A
Senior Machine Learning Scientist,Algonomy,N/A,"
2+ years professional experience implementing machine learning algorithms.
Identifying and solving machine learning problems involving Bayesian optimization,…
","San Francisco, CA+1 location",N/A
"AI/ML - ML Applied Scientist, ML Platform & Technology",Apple,4.2,"
We’re looking for applied machine learning scientist to help us build a next generation Deep Learning framework geared towards fueling on-device machine…
","Seattle, WA+3 locations",N/A
newMachine Learning Engineer,Noblis,4.0,"
Design and develop and maintain machine learning algorithms.
Test, evaluate, and optimize machine learning models using synthetic data sets.
","Reston, VA 20191 (Hattontown area)",Part-time +1
Machine Learning Engineer,The Aerospace Corporation,3.9,"
Experience with and understanding of software engineering, machine learning, and statistics.
Software development skills in at least two different programming…
","Remote in El Segundo, CA+2 locations",Full-time
Computer Vision Firmware Engineer,"Qualcomm Technologies, Inc.",4.1,"
Computer vision, firmware, machine learning, real-time systems, embedded systems, C, C++.
Engineering Group, Engineering Group > Video Systems, HW Architecture.
","San Diego, CA",Full-time
Machine Learning Engineer,Bolt,3.9,"
4+ years of machine learning experience.
Build machine learning infrastructure, data pipelines and production ready services to serve live traffic.
",Oregon,Full-time
Senior Machine Learning Engineer (Remote),Rebellion Defense,N/A,"
Have worked with deep learning or otherwise SOTA object detection or classification on imagery space, such as with transformers or in the unsupervised or self…
",+1 locationRemote,N/A
Embedded Engineer,Density,N/A,"
As an Embedded Linux Engineer, your role is to build robust software that powers our cutting-edge machine learning algorithms and proprietary system services,…
",Remote,Full-time
newSenior Computer Vision Engineer / Scientist,Stryker,3.9,"
Bachelor's degree in Computer Science, Computer Engineering, Electrical Engineering, Statistics or related field required, preferably with a focus on computer…
","Menlo Park, CA",N/A
Senior Machine Learning Engineer,FightCamp,N/A,"
Develop feature processing for machine learning models.
Experience with signal processing or machine learning algorithms.
3-5 years of experience.
",Remote,Full-time
NLP Engineer,IMMUNITY HEALTH,N/A,"
Research and develop machine learning algorithms to solve problems in NLP.
Collaborate with engineering team on NLP or machine learning related tasks.
","Boston, MA",N/A
Machine Learning Infrastructure Engineer,Third Wave Automation,N/A,"
Professional experience developing machine learning infrastructure (particularly for robots).
Build a robust platform for repeatable training and deployment of…
","Fremont, CA",N/A
Mobile Automation Tester,ION,3.9,"
Work with development engineers to track down defects.
The Mobile Automation Tester will play a critical role on testing iOS and Android applications in an…
","New York, NY",Full-time
"newLead Machine Learning Engineer, Enterprise Analytics","Chick-fil-A, Inc.",3.9,"
Has prior experience productionizing statistical, machine learning, deep learning models, or other similar algorithms at scale in a Cloud environment.
","Atlanta, GA 30349",N/A
Machine Learning DevOps Engineer,John Deere,4.0,"
Monitor and maintain machine learning models in production.
Develop APIs to integrate machine learning models into business applications.
","Remote in Johnston, IA",N/A
Embedded Engineer,Density,N/A,"
As an Embedded Linux Engineer, your role is to build robust software that powers our cutting-edge machine learning algorithms and proprietary system services,…
",Remote,Full-time
Research and Development Computer Scientist,Radiance Technologies Inc.,4.3,"
Knowledge of the any of the following topic areas: expert systems, knowledge representation, machine learning, database theory, query languages, formal…
","Huntsville, AL",Full-time
Software Development Engineer,Micro Focus,3.6,"
Experience with programming in Python and basic libraries for machine learning such as scikit-learn.
The Software Development Engineer analyzes, designs,…
","Fort Collins, CO 80528","Up to $152,207 a year"
"Principal Data Scientist, Core Commerce Open to remote work,...",Nike,4.1,"
Track record of successfully developing and deploying machine learning models.
Build cutting edge machine learning models that improve Nike’s digital…
","Remote in Beaverton, OR+1 location","$157,500 a year"
JUNIOR AI ENGINEER,Camgian,N/A,"
The Center is focused on applying state-of-the-art Artificial Intelligence (AI), Machine Learning (ML), Computer Vision (CV), and Deep Learning (DL)…
","Tuscaloosa, AL",N/A
Machine Learning Engineer,Varen Technologies,4.4,"
Extensive experience deploying machine learning models into production in a cloud based environment (AWS preferred).
No two days are alike.
","McLean, VA 22106",N/A
Senior Machine Learning Engineer (Remote-LatAm),Loadsmart,N/A,"
4+ years of experience as a machine learning engineer or data scientist.
Develop new (and improve existing) machine learning algorithms.
",Remote,Contract
Software Engineer - Data Stream (Early Career),Splunk,4.2,"
ML (Machine Learning) - building machine learning infrastructure, services and a platform for internal and external customers.
","San Francisco, CA 94107 (South Of Market area)+25 locations",Full-time +1
Computer Vision Firmware Engineer,"Qualcomm Technologies, Inc.",4.1,"
Computer vision, firmware, machine learning, real-time systems, embedded systems, C, C++.
Engineering Group, Engineering Group > Video Systems, HW Architecture.
","San Diego, CA",Full-time
Lead Machine Learning Engineer - Remote Available,Centene Corporation,3.2,"
Trains and mentors junior machine learning engineers.
Writes reusable code libraries for use by other machine learning engineers.
","Remote in Charlotte, NC+1 location",N/A
Data Scientist– AI/ Machine Learning Engineer,Jacobs,3.9,"
Proficiency in machine learning techniques, such as clustering, decision tree learning, and artificial neural networks.
Use algorithms to mine data stores.
","Herndon, VA 20171",Full-time
Data Scientist,The RiverStone Group,4.5,"
4+ years’ experience applying machine learning techniques to real business problems.
Strong working knowledge of machine learning algorithms (deep learning,…
","Remote in Atlanta, GA+1 location",Full-time
Machine Learning Engineer,Service Management Group,4.0,"
Technical specialist in machine learning and natural language processing.
Implements machine learning algorithms into services and pipelines revealing…
","Kansas City, MO 64108 (Crown Center area)",Full-time
Data Engineer,Decision Point Healthcare,N/A,"
Understanding of data science and machine learning concepts preferred.
As a data engineer, you will be responsible for the execution and management of inbound…
","Boston, MA 02109 (Downtown area)",Full-time
"Data Scientist, Computer Vision",Ancestry,3.8,"
Expert level in machine learning, computer vision, and deep learning.
Preference for experience building and training models with deep learning frameworks like…
","Remote in San Francisco, CA+3 locations",Full-time
"Senior Robotics Software Eng, Robotics AI",Amazon.com Services LLC,3.5,"
We are seeking software engineers to help with our initial robotic prototypes and workcell deployments.
As a software engineer, you will help plan the roadmap,…
",+126 locationsRemote,Full-time
"Software Engineer, Deep Learning for Computer Vision",Kodiak Robotics,N/A,"
Work with camera, laser, radar, and ultrasound data and curate datasets for machine learning.
You are not only passionate about ML research but also experienced…
","Mountain View, CA+1 location",Full-time
Data Scientist - Machine Learning,99,3.5,"
2+ years of industry experience in machine learning, data mining and/or decision science.
Familiarity with metrics, business models and machine learning…
","Mountain View, CA+2 locations",N/A
newData Scientist,Activision,3.8,"
The Data Scientist will develop and operationalize machine learning (ML) models as part of our business planning machine learning initiatives, including…
","Santa Monica, CA",N/A
Data Scientist - Machine Learning,Plaid,3.8,"
5+ years of industry experience developing machine learning models from inception to business impact.
Making long-term data science roadmap decisions like how…
","San Francisco, CA+1 location",Full-time
Machine Learning Process Engineer,Praescient Analytics,3.8,"
Develop visualizations and dashboards to demonstrate methodological choices, outcomes, and predictive capabilities of machine learning models.
","Washington, DC",N/A
ML/AI Engineer,"SRC, Inc.",3.9,"
Apply machine learning models, tools, and techniques to the Electronic Warfare and SIGINT domains.
We are looking for brilliant people who are passionate about…
","Fairborn, OH",Full-time
newData Engineer,Morgan Stanley,3.8,"
Ideate and implement innovative data quality initiatives (machine learning) to ensure maximum standard of data quality is maintained and any breach is…
","New York, NY+1 location",Full-time
newMachine Learning Engineer,Noblis,4.0,"
Design and develop and maintain machine learning algorithms.
Test, evaluate, and optimize machine learning models using synthetic data sets.
","Reston, VA 20191 (Hattontown area)",Part-time +1
Data Science Engineer,Triangulate Labs,N/A,"
Proficient with Python and/or R and current high-performance machine learning libraries.
Triangulate Labs is looking for a Data Science Engineer who will work…
","Remote in Cincinnati, OH",Full-time
Machine Learning Process Engineer,Praescient Analytics,3.8,"
Develop visualizations and dashboards to demonstrate methodological choices, outcomes, and predictive capabilities of machine learning models.
","Washington, DC",N/A
Data Scientist,Invesco,3.9,"
Familiar with big data technologies, having advanced ability to perform exploratory data analysis, to include working with machine learning and AI.
","Atlanta, GA 30309 (Midtown area)",Full-time
"Lead Machine Learning Scientist, Personalization",Varo Money,3.3,"
Guide and mentor junior machine learning scientists and engineers.
5+ years expertise in applying machine learning to real-world problems.
",+1 locationRemote,Full-time
Data Scientist - Machine Learning,Plaid,3.8,"
5+ years of industry experience developing machine learning models from inception to business impact.
Making long-term data science roadmap decisions like how…
","San Francisco, CA+1 location",Full-time
Data Science Engineer,Triangulate Labs,N/A,"
Proficient with Python and/or R and current high-performance machine learning libraries.
Triangulate Labs is looking for a Data Science Engineer who will work…
","Remote in Cincinnati, OH",Full-time
Data Engineer,Meredith Corporation,3.6,"
Experience with machine learning is a plus.
Minimum 5 years’ experience as a data engineer/architect.
The Data Engineer works on moderate to complex data…
","Seattle, WA 98122 (Central District area)+1 location",Full-time
Data Scientist - Innovation,Northwestern Memorial Healthcare,3.9,"
Experience with “modern” machine learning methods.
Experience with “traditional” machine learning and data manipulation methods.
","Chicago, IL 60611 (Streeterville area)+1 location",Full-time
Health AI Developer,The MITRE Corporation,3.9,"
Experience with big data systems and machine learning are required.
Experience developing and applying AI techniques (e.g., machine-learning, neural networks).
","McLean, VA",Full-time
Machine Learning Engineer/ Cloud ML Engineer,The Evolvers Group,5.0,"
Mentor less experienced software engineers.
Lead complex initiatives on selected domains.
Ensure systems are monitored to increase operational efficiency and…
","Summit, NJ",Contract
"Deep Learning Engineer, Autonomy",Woven Planet Level 5,N/A,"
The ideal candidate will have published some deep learning research in top-tier conferences such as NeurIPs or CVPR, built and deployed real-world deep learning…
","Palo Alto, CA+1 location",N/A
"Product Manager, AI/ML, Google Cloud",Google,4.3,"
Experience in one or more of the following: machine learning frameworks, training machine learning models, or machine learning workloads, or computer vision.
","Seattle, WA (Fremont area)+12 locations",Full-time
Senior Machine Learning Engineer,Metrika Inc.,N/A,"
Experience with scalable machine learning pipelines.
Designing, managing and maintaining machine learning pipelines, working alongside the SRE, engineering and…
",Remote,Full-time
Backend Engineer,AdeptID,N/A,"
Work closely with the Head of Engineer to execute against the API product roadmap.
Be responsible for QA / testing protocols.
","Cambridge, MA 02138 (West Cambridge area)",Full-time
Instrument Algorithm Engineer – Machine Learning,Abbott Laboratories,4.0,"
You will apply machine learning techniques to develop next generation algorithms and solve business-related problems.
Willingness to travel up to 10% as needed.
","San Diego, CA",Full-time
Technical Content Developer - Remote US,Dell Technologies,4.0,"
Work closely with engineers and other stakeholders to understand requirements, gather information, and translate complex technical concepts into user-friendly…
","Remote in Hopkinton, MA",N/A
newStaff - Machine Learning Engineer (Capacity Planning),ServiceNow,3.6,"
ServiceNow's Cloud Capacity Planning and Analytics team is an innovative customer-focused team responsible for capacity demand planning, forecasting, cost…
","Kirkland, WA 98033 (Lake View area)+2 locations",Full-time
"newProduct Manager, Search & User Understanding",Pinterest,4.2,"
Work with cross-functional teams of machine learning and user experience experts.
Deep understanding of search, recommendations, content discovery or relevant…
","Seattle, WA 98101 (Denny Triangle area)",N/A
Lead Machine Learning Engineer,Williams Sonoma,3.5,"
Experience with online learning, contextual bandits, reinforcement learning, graph neural networks.
Solve business-critical data-driven problems.
","San Francisco, CA 94108 (Financial District/South Beach area)+1 location",Full-time
Data Scientist / ML Engineer,INFISWIFT TECHNOLOGIES,N/A,"
Optimization of complex manufacturing pipelines using machine learning on the data from hundreds of sensors.
Strong logical and analytical reasoning and problem…
","Remote in Milpitas, CA",N/A
Software Engineer - Data Engineer,Resonance AI,N/A,"
As a data engineer at Transform, you'll work on Transform’s core product, Metrics Query Language (MQL), a metrics framework for defining, efficiently computing,…
","San Francisco, CA+5 locations",Full-time
Senior Data & Machine Learning Scientist,WALGREENS,3.5,"
Performs machine learning techniques, supervised and unsupervised algorithms.
At least 4 years of experience working with large-scale, complex datasets to…
","Chicago, IL 60607 (West Loop Gate area)",N/A
newBig Data GeoAnalytics Product Engineer,"ESRI, Inc.",3.8,"
Collaborate with developers, product engineers, and designers to design, build, and deliver new tools and APIs for big data analysis (e.g., Hadoop, data science…
","Redlands, CA 92373",Full-time
"newApplied ML Scientist, Protein Design",Loon,4.8,"
Develop novel methods for applying machine learning at scale to custom data sets, to model and predict protein structure, function, and properties.
","Mountain View, CA",N/A
"Software Engineer, Vision",Facebook App,4.1,"
Apply relevant AI and machine learning techniques to build intelligent rich visual systems that improve Facebook products and experiences.
","Boston, MA+36 locations",N/A
"Software Engineer, Machine Learning",Convoy,3.6,"
Understanding of fundamental machine learning techniques.
5 years+ professional experience successfully applying machine learning to product/business problems.
","Seattle, WA 98101 (Downtown area)",Full-time
JUNIOR AI ENGINEER,Camgian,N/A,"
The Center is focused on applying state-of-the-art Artificial Intelligence (AI), Machine Learning (ML), Computer Vision (CV), and Deep Learning (DL)…
","Tuscaloosa, AL",N/A
"ML Engineer, Alexa AI",Amazon.com Services LLC,3.5,"
Experience with in machine learning/deep learning libraries/frameworks.
Help team self-organize and follow machine learning best practices.
","Seattle, WA+7 locations",Full-time
Capital One Developer Academy Associate - 2022,Capital One - US,3.9,"
Our reality and vision empower our engineers to use artificial intelligence and machine learning to transform real-time data, software, and algorithms into…
","McLean, VA+44 locations",N/A
Battery Machine Learning Engineer/Data Scientist,Romeo Power,3.2,"
Extend battery health prognostics to longer prediction horizons by learning from multiple degradation patterns based on lab-generated and field-generated…
","Los Angeles, CA",N/A
Software Development Engineer,Micro Focus,3.6,"
Experience with programming in Python and basic libraries for machine learning such as scikit-learn.
The Software Development Engineer analyzes, designs,…
","Fort Collins, CO 80528","Up to $152,207 a year"
Senior Machine Learning Scientist,Algonomy,N/A,"
2+ years professional experience implementing machine learning algorithms.
Identifying and solving machine learning problems involving Bayesian optimization,…
","San Francisco, CA+1 location",N/A
newStaff Software Engineer - Recommendations,Medium,4.0,"
Design and build scalable and performant backend services.
(We use primarily Golang and Python).
Create data pipelines and high performance online serving…
",Remote,Full-time
Data Engineer,League Inc,N/A,"
Utilize a variety of distributed computing platforms and tools to build scalable ETL / machine learning pipelines to meet the team's objective.
","Remote in Boston, MA+1 location",N/A
Deep Learning Compiler Research Engineer,"Samsung Semiconductor, Inc.",3.0,"
Prior experience implementing/enhancing code generation targeting machine learning accelerators.
Conduct key research and development activities to design,…
","San Jose, CA+1 location",N/A
Data Science - Analytics Engineer,Resonance AI,N/A,"
As an analytics engineer at Transform, you will work at the intersection of product, engineering, sales, and customer success to understand current customers’…
","San Francisco, CA",Full-time
Applied Scientist,Ripple,3.5,"
Collaborate with Ripple engineers and data scientists to build a world-class machine learning platform.
This is an engineering role focused on building end-to…
","San Francisco, CA 94105 (Financial District/South Beach area)+2 locations",N/A
Lead Computer Vision Engineer,Two Six Technologies,N/A,"
Mathematical and statistical understanding of computer vision, image processing, and machine learning techniques.
","Arlington, VA+1 location",N/A
Software Engineer,MOLOCO,N/A,"
Customer Facing: Design and implement server APIs, mobile SDKs, and web services for customers and partners.
Experience in Cloud/Big Data platforms (e.g., AWS,…
","Seattle, WA+1 location",N/A
